filename	size_in_bytes	sha256	md5	uncompressed_size_in_bytes	tissue
L1000_LINCS_DCIC_GTEX-XPT6-2126.tsv.gz	123563	14a5e4669db08bfc85e74a7657c6fbbf2fa9f710cc2a6569e6b1220e2754fb10	e9ea7a5b4983439a6dd846b815aba052	311054	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-QLQ7-1326.tsv.gz	123563	8676d0b1ae715d1b6635120950f442fba1b05eea81bf3c9d6f4ca59fb8c6032e	55a0c9aa9f69fda7c3fdc400c4a3f72d	310586	Prostate
L1000_LINCS_DCIC_GTEX-ZF29-1326.tsv.gz	123374	3353b11ea794e35624c1ed5f7262a2c4adeb44907a89d59f10a7639fc0d863ee	d5d237377306baac00312133fccfdd8f	310440	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-RWS6-0226.tsv.gz	124178	d31e45704dc1fa61eb55a00e5c0fbb1f21c7cc8d1998009f97c91af5574a45eb	ca23bc7cee2cd2f10e18106eb7ad1a2a	311162	Lung
L1000_LINCS_DCIC_GTEX-Q2AH-0626.tsv.gz	123167	348a7e0d825aa729c154c1bb899950d1af9d50357a9fa81f72bc7b2ded15adc5	a0e6239b4aaa97c81cb56e41b3622d24	311078	Artery - Coronary
L1000_LINCS_DCIC_GTEX-R55C-0826.tsv.gz	123221	2922fb7f74f4e0a2468d8131dc82a2b8c8745cbfbf2d25ed6cd40ee0078802e1	ce1ed2e0795352e4027e8053ec189570	310892	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-QDT8-0011.tsv.gz	700712	664fe15c5c3965b686b21694e8379a33db44bd02c6bef03cf7f38433166f0c47	e004f37b612d966b90c2b833959443ec	2083308	Brain - Frontal Cortex (BA9)
L1000_LINCS_DCIC_GTEX-PSDG-0226.tsv.gz	123825	6f97649e52030355f3b59c7523fc8849908a34412823a87aa1b17ac9333d81dc	1b435f59916c7cb64ed8bd6e8ce05551	311077	Skin - Sun Exposed (Lower leg)
L1000_LINCS_DCIC_GTEX-XQ8I-2026.tsv.gz	124648	adfca7e4e3d3720fdaf0b135ffd52098b2f75862e89e3727477bfc338566d3e9	31ef7a64d861954deaa7963516e017f8	311199	Stomach
L1000_LINCS_DCIC_GTEX-WHPG-1026.tsv.gz	124618	1edb337356c1f9a421a165c9edcfdf7c0874d56756a0edd561c96a112364976d	d8503148c3a3df611cdf815006f12a33	311465	Heart - Atrial Appendage
L1000_LINCS_DCIC_GTEX-Y3I4-2326.tsv.gz	122712	ac2df6f31bea2d63e6ce073719a7757b3c91a6cadbc0b7cc64dc63725d2b0cd6	f163f1fc9d3e2e8108962109125fc48c	310423	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-XBEC-0726.tsv.gz	124819	ef376f84e9634d62ee6a41242b724d8e4c5c1a85b83f2fbdfd5bed650c72135f	f71a7c23bd4a484ebc6065b3677257fb	310782	Skin - Not Sun Exposed (Suprapubic)
L1000_LINCS_DCIC_GTEX-S4Z8-0426.tsv.gz	124403	a69d3d2299efac16fec9fb0dae271ac3315d9ab15ed69b8b7f56ac5b1398d721	b188f0816e6243d4755dbf859f10d597	311351	Lung
L1000_LINCS_DCIC_GTEX-X15G-1726.tsv.gz	123494	c175b209c9d2c0ed401212e65031ca5e9136dbfeac19393b2438eb68305670f0	6ca2ecae377b7c0a51050a4008c9b527	311197	Ovary
L1000_LINCS_DCIC_GTEX-SIU8-0326.tsv.gz	124368	2f45b7b995b26d35e5764c238d6bca6dfdce694ea7d951c00f8f4ddc547b4366	edf110f86d6ea601a2386fcf61399052	310856	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-ZF28-0011.tsv.gz	565019	8576157cf23585ef12b736014158ad4cb50999d4539361e508990893d764689a	46fd0b2212865fa870023c6d1e8efe5a	1642646	Brain - Frontal Cortex (BA9)
L1000_LINCS_DCIC_GTEX-WOFM-2026.tsv.gz	123878	b775b06c7d55a56984e1b6671c5969dc71c6d376ee8c8d1367d9ac805ad7b5d6	db0cc82114bbf31c9aadbdca786c533b	310598	Colon - Transverse
L1000_LINCS_DCIC_GTEX-QLQ7-0005.tsv.gz	123315	3d66a1dad722e8b90a887d6c8279100414357c32a5cf342dd2f3106b10016de7	773a5dc1f11fbe74788a14fa0e6944b3	309510	Whole Blood
L1000_LINCS_DCIC_GTEX-NFK9-1726.tsv.gz	123943	16ecab30bd2fcc51d19edc08c22eed0acfce7e167e2be4b7c634281de79164f6	dcaf82a7336d255c65d07baaa57a86f9	310509	Adrenal Gland
L1000_LINCS_DCIC_GTEX-WZTO-0008.tsv.gz	124993	417acf291d1aa1c566f099453e7502296b2a3da3ad0db442957f9a9d8c239877	d9d995fc04fcee2ccc74eefea3d27f31	311004	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-XXEK-0326.tsv.gz	123132	4548d2f20a5b46bc608cf00bcc11a58ae2d2a2de745f97f5fb4f194af231fabf	d6fb00a8d4cfa048422edcf002ab2d2b	310520	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-ZDTS-0426.tsv.gz	123709	f22b4e428c1f6d8d5ba2f742c539cf95b9133fb728e8e3f76156febc13aedf76	c20a3081838c65322be5ed237459486b	310928	Artery - Tibial
L1000_LINCS_DCIC_GTEX-Y111-0326.tsv.gz	122985	090e8b6fd9cf66290f04010540afeac3513e4b87e8e31b5d91a745f924bac2df	82daf6bb02fcb0d43b3d790ca2b3d453	310147	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-U4B1-1126.tsv.gz	123858	527abac64f500267b6be2c58855568db49b09a954f5054e2d9ebef5c26a68ec1	ad41d7e9ac0efe4555b4ffe08eab068c	311235	Colon - Transverse
L1000_LINCS_DCIC_GTEX-YECK-0426.tsv.gz	123952	2c3441c06cc8ed4db276926e66601971ef109981bcecb1168fe94b99e60eed3f	1b284d23de63f3dd8158e6b4a4e047ef	310970	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-UJMC-0426.tsv.gz	123061	be9ca5ab52426fed93df7c7c9d94c8d93f75d38eb90d5a2d6da5ed524d66283c	5a6eebafbbfd3b021c001560e59f08f0	311123	Artery - Coronary
L1000_LINCS_DCIC_GTEX-Y5V5-1326.tsv.gz	123455	6c2dd3ba65581d840665598e352343b4a739e3224e404874644f019cb15d9337	59030418de0370078c6e42ed745fb05c	311173	Adrenal Gland
L1000_LINCS_DCIC_GTEX-WCDI-0005.tsv.gz	124103	d884e78466db01958b2ee401a0f267047779d1c22cdf3f77e68995546fff8472	0aee4dfa376ea431b91db67577f4751d	310301	Whole Blood
L1000_LINCS_DCIC_GTEX-X4EO-0008.tsv.gz	123694	e0df91f766d4bd44169fb4a2050f835279947ff67cdd4ff8e4c3f12dd099f95c	6e851d538353cc91b6ab88f6b83e6c5f	310995	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-XBEW-1826.tsv.gz	124264	e4b5376e306c30d77adf60fab59272e7c7eb43b1c4b7380f4c66a907f41a1c06	18c8ea8189c79d4b6a94c55fea61712f	311443	Stomach
L1000_LINCS_DCIC_GTEX-NPJ7-2726.tsv.gz	123904	6b1e0053895cceca4379ed5e168ad17974b9ac6bc2b5d9c7394f756817eeef54	45c5db156c76570bc1d28a5be1a2f98b	310751	Brain - Cortex
L1000_LINCS_DCIC_GTEX-WYVS-0006.tsv.gz	123512	f50b3a6838e2b2fd514664b9076c42df8e3037b40cbae6fc8fd3004db323cbfa	95df628086a55f8d4330bc6cd0948f68	310456	Whole Blood
L1000_LINCS_DCIC_GTEX-WFG7-0426.tsv.gz	122953	3119e0ee2b2c997a3e9a04d739fe1a297acb4497e447f36e6ba2dd8271e64ef7	ef3684eba4b9cd75c2e51d65975fbcd0	311494	Pancreas
L1000_LINCS_DCIC_GTEX-XBED-2626.tsv.gz	123162	c2d4a87c8b2b9607f785d01704810580321e4aee7a6c40c511803ed45ae75594	aa80999e71b732d15f047f9e6b86080e	310435	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-UPK5-2026.tsv.gz	123786	daa43ffb3497747c5dbe96b6f053611c426cba6617b5d7d3c237377d7e0ef018	99b8c5a7affd150420e7acf1d04a71d4	311445	Small Intestine - Terminal Ileum
L1000_LINCS_DCIC_GTEX-XUW1-1526.tsv.gz	123587	25a33c6444298dc23c297d07b70cbb86b23b4a31e23414310890d3f94bec7aaf	20519adec1ae9d153291470625c1cf4f	311150	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-REY6-1326.tsv.gz	123414	8194afcec163fe2b993619b30cbc386aea4f46b0ff62874c1f670a2ed2a13ae4	fa232605344ef8c72896ce3d67be892c	310897	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-ZQUD-0008.tsv.gz	123161	0a860f1b3f6c9765f4bba7219eb9f511f3baf0c6595c75aa4ccf3d9898d3bd78	d9c38fb3243ad338b44be6e48cd29340	310859	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-P78B-2526.tsv.gz	123608	21f6b7e7e624b42bc0940ec3534ea440763cb877627d2445b3e467db0d899be4	c39cd0853480bd00ae703d82f41f69db	310650	Uterus
L1000_LINCS_DCIC_GTEX-RTLS-2326.tsv.gz	123206	2bfc2ebf851e3f84477d5c175c8a0cc7656491952851220abaa45ef7c0f020bf	6c450e8ab0ef1fce83233a5a60d4b204	311176	Ovary
L1000_LINCS_DCIC_GTEX-QV31-0226.tsv.gz	123106	50229e1ae4ff34fb8ca89fa8d24418e41b09afa211c1e45a2ca9854e2aff382e	8a53b9afa4e519cd97aed227daa7a428	311544	Pancreas
L1000_LINCS_DCIC_GTEX-ZLFU-0226.tsv.gz	124833	b32c3bb35f003ccb3fdba958d96127fa8e74aadb0c981e1bbcf2e32f13e900e7	eba3b6b003b8d42ba88c2f7bf14da1e8	311107	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-XMK1-1026.tsv.gz	124220	b5d53ba5c8a2af917b8e29f4ec23bb755577f7fd1606996fbac3c34cdb48db61	73bc5a491a38c76854146943eb9e0c00	311310	Prostate
L1000_LINCS_DCIC_GTEX-S4Q7-0826.tsv.gz	123498	b2a5665ec32a45a9cc99f848a8144d78d55f5a5c419894d49c05d2422fa2d068	b2a91ff5efa6ef95d6672b3298e9a5f6	311048	Colon - Transverse
L1000_LINCS_DCIC_GTEX-UTHO-2926.tsv.gz	123863	214e3e11e4ce7f0e093f11d3badda961361485e6217828e13f24ab46a19fdf49	62e8a5cdd998ec6df7d3bd4b79f61b10	310926	Brain - Cerebellum
L1000_LINCS_DCIC_GTEX-S4UY-1226.tsv.gz	123618	f9b875fab5b8ffe9519bccca6e3ba21d40630ffa403fcb945080b867c28c2970	4a1fa88f93953082c74c46daaed6b585	311084	Uterus
L1000_LINCS_DCIC_GTEX-RUSQ-0226.tsv.gz	123880	b614ff7161dfcf6093245c25469956247eedc41ff29d7788581985b69e9f31f1	24d08cabfd2dd4a4c7e768ce5fbf809b	311477	Adrenal Gland
L1000_LINCS_DCIC_GTEX-P4PQ-1626.tsv.gz	122940	a17f8d0a2506ac253eecded9d0c66b25c586f8df9949e14c3bd356e35420be22	e5bc24ffacfc98038a3a2ac11b05e2ed	311045	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-SNOS-0926.tsv.gz	125274	8561b99791c6c67d3dd77cca7724fb496c651e306edd126a07e645f709c6eced	6e078553c2869ce4ef4050753dbf5d10	311417	Pancreas
L1000_LINCS_DCIC_GTEX-SE5C-1226.tsv.gz	123419	707c8ef1aecb637593eeb75f62db455123d6c5f13b4c80b0a9b59bc204081127	59d319b9ec066a8bbd18e1a87cedba41	311176	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-P78B-1826.tsv.gz	124567	7c8d4c397a0bad9ada5a5cdb49b59492934a907f2561c5a55510d7bee62be06e	1f16d7fa1aa01c88f568b8ff261231b4	311096	Stomach
L1000_LINCS_DCIC_GTEX-TML8-0726.tsv.gz	125409	bb07371d492b88c515c85cce848c09a6da0465fb9e7b2cd11dc948f37d3ebcbb	795317e60a838b7ecaf32a823e1808a1	311311	Cervix - Endocervix
L1000_LINCS_DCIC_GTEX-T5JC-0326.tsv.gz	123245	d5aabea0091f288ca24853cc02e99d0ffe124a82d97be17d7538a125b720854e	835f33e40176f8088847ffbe27ffeb52	310730	Artery - Aorta
L1000_LINCS_DCIC_GTEX-OXRK-0526.tsv.gz	124101	beee56b9fe1b576933becda53707c4e5398cba5671fbe031f8e7afc5eed60070	0e1ec795dc59a36822e2ed9bef67368a	311084	Artery - Tibial
L1000_LINCS_DCIC_GTEX-OHPM-0726.tsv.gz	124865	a8c649997ceabd16cb724076264fd486c7b3cb147c58967a5cc566dd9d99f699	1ab1e7196a9d65ba9bef38f1aea05541	310997	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-ZUA1-0002.tsv.gz	123514	bdfedcbc5de0906e6126b31cc4664852605d71694e3558bcdec988e312b1971c	d3fe6735df70b37ae0b746c85368bcf2	311206	Cells - EBV-transformed lymphocytes
L1000_LINCS_DCIC_GTEX-YEC4-0008.tsv.gz	123971	8ecd3121b09c5e01700c02eb82e95e8a1c1ce9d4f91a3f6cb656fb50a71b1e0b	f24d6a733770f311d3c5d0f16ff0728a	310833	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-PLZ5-1726.tsv.gz	122997	663cae17aa729f4af1faa692648940d80d659a605fd23b72bc385b6a5a94b1e3	135fd269617684098d1a10b9c65d3d31	310442	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-O5YT-0726.tsv.gz	124697	648dafb1906b7436bd21ff4eb52589e30859db355edd79c414c6db708769b656	26f86639dd7266c2473ab7e814149f8c	310935	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-XYKS-0526.tsv.gz	123299	454d7afd1d2c79297d1855d753a591b17075b3dd3c468f33773ae914709c820c	e3cfc58adc8fa9cea3d2f8bbc54dd81a	310966	Lung
L1000_LINCS_DCIC_GTEX-T6MO-1626.tsv.gz	124049	3b876b0204c137fd1418e305dbb9747b2a3deb8bed9a4a2d23335040d5693a80	d6b94479878a76646512a8e4c8522ea3	311004	Skin - Sun Exposed (Lower leg)
L1000_LINCS_DCIC_GTEX-ZT9W-1626.tsv.gz	123780	cb7840b190ca1258c7b5f4723a8b2c513a9e12f74701748fa9dd6bca16a3b276	4067e4c482f625b996c8bee338017e76	310998	Prostate
L1000_LINCS_DCIC_GTEX-RNOR-2226.tsv.gz	123822	04a62cdcf3f5ad09424cd3afbe6b0c4a029132ab62bf0a959b0202393fae7335	b8a83fb288a5c0188ad4f5b8cb097834	310973	Brain - Cerebellum
L1000_LINCS_DCIC_GTEX-UJHI-0006.tsv.gz	123850	9b223ebfbbccca9444158f0e83d0ca023c1bab54737dd83478b1ee86f53f586e	beb45be6458f3a0faa5386daba9c5083	310045	Whole Blood
L1000_LINCS_DCIC_GTEX-Y8LW-0826.tsv.gz	123539	bc763e88f2c9c9224bd9190e1bd60363dd81842e8067ccba19ac46b910c04512	fe562118343356817002848ad74156fa	311056	Stomach
L1000_LINCS_DCIC_GTEX-ZGAY-0006.tsv.gz	123115	5ea63ba57a7002bde8c8795cd26b9a145f17b28a1ad27a0b47265fc041b580a1	2455f33ab2ce6fbe6a7d0b5ae43b8c8d	310825	Whole Blood
L1000_LINCS_DCIC_GTEX-XAJ8-1126.tsv.gz	123442	0c53ffa945a4c791f70aab0ad766c77ecbe878bf320ee090a187626681950daa	ab27ca9264a8f0a1a31d6622121e1f87	310953	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-R55D-1426.tsv.gz	122909	a8ac3a7596e7710c609c25d94bb330fedb09f41160be1fd2ea130261483c48ff	964ee49527c4f423d0db1ebf5d732714	311379	Pancreas
L1000_LINCS_DCIC_GTEX-WRHK-0526.tsv.gz	123472	90b4b8bb97e06cc4e2a2cad037b8d83c621495ad387df432da84d91df018504a	5652790b16cd678bfa400045b14836b2	311223	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-QEG4-2226.tsv.gz	125585	b3bbf38de5ffa72c3a4431a8ec3613c3c7102dc831470f68b539354df266a4b5	e4eeb50ed300c6f1d1989153c47aed4d	310931	Prostate
L1000_LINCS_DCIC_GTEX-X8HC-2826.tsv.gz	122733	e4faeb4c704d76486ed790b236406a3c12a16076f948c602314e3b58d55df57d	31b25aab5a845e42a82feddf68bfc292	310845	Vagina
L1000_LINCS_DCIC_GTEX-XUJ4-0005.tsv.gz	122747	c1ee1d707a08569ef182ca04aa2ccb3c6e34be53ce5a154905f0d93d4944c8db	079ebfb76fc2cca8a8440a16fbe066a4	310863	Whole Blood
L1000_LINCS_DCIC_GTEX-WYBS-1226.tsv.gz	123597	3e02ecaa501b5cb4dca7d023d33e1f11d7b7cdea82d8bbb937b2b7562431d9e7	77d0d312d5b5dd6034418c79337c83da	311205	Heart - Atrial Appendage
L1000_LINCS_DCIC_GTEX-WZTO-0626.tsv.gz	124051	e429710dca0ffcf151892801773a9e0177b47aa8c1ec9ba4a2d07ae8d8466d97	aeb675fb5e762987550b1b6f79458f86	311004	Liver
L1000_LINCS_DCIC_GTEX-OHPK-2626.tsv.gz	123698	f97f111acae1a4d66c3aca7fc2d89b8a762d8b4d975b2330cbd07687bc645832	56de464d194af287a3d6c7a95390584f	310833	Thyroid
L1000_LINCS_DCIC_GTEX-YFC4-0006.tsv.gz	124128	38a20e6229e2f685be62cebba7dc7c296936957ad3f32faad638da8fff795abc	dc152be2e23ecde83257d427db1572a7	311131	Whole Blood
L1000_LINCS_DCIC_GTEX-QCQG-1826.tsv.gz	124174	644f27d4586012ea6a24653812b1289583124b15017a76dd10aed9bf1058798b	47e6d25cab443d609a7f190ecb197d10	310226	Adipose - Subcutaneous
L1000_LINCS_DCIC_GTEX-QESD-1626.tsv.gz	122691	0670363850038013ab14ca77fbae04f2e596d631226b7e7cd0d78e488a52e7fe	604fe1121da8b36af5bcc78ee270bbeb	310137	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-XOT4-0726.tsv.gz	122982	20e5b60560bf2635d76c1335ef6296e4bb6051d1d8dc0b9c9470c84a34cc853c	5c09a9a24abf7ef1f42d405605b64cc3	311065	Breast - Mammary Tissue
L1000_LINCS_DCIC_GTEX-XQ3S-0001.tsv.gz	123156	e05779816698c671c80e5696ca0d7a5b23d00ac7e12fcf741f8b5e8222f01698	360f24cecce62757ec2dd3f3bb747683	311089	Cells - EBV-transformed lymphocytes
L1000_LINCS_DCIC_GTEX-P4QS-0326.tsv.gz	124661	d6830818922fa7201968b6a1bd54b18e10f80cd9706f251f3a09de0de61d8d8e	801a9c2c2e7c3a1a25809fe8edbdc2af	311565	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-P4QR-0326.tsv.gz	124567	3252114cea969feec014c2f1d925dbecf949dd343b3ef6254f9c63069b2fcc2d	6a255d8f694dadf4bae058ac158cdcd5	310735	Skin - Sun Exposed (Lower leg)
L1000_LINCS_DCIC_GTEX-ZGAY-1126.tsv.gz	123156	bd1a5ab212a1a8835806baa508f2e40bd95ba353b2f103c802e747d20ffc908a	60fde709fd144e00ae64ebe0b8f5ac55	310634	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-XAJ8-0006.tsv.gz	122941	801088e3c71ecf7ed7f17a7dd9cf936f9b8c103a71a964341bffd008d7352b0b	afd35c7842a3e102ecd64ca5c22eb110	310606	Whole Blood
L1000_LINCS_DCIC_GTEX-UJHI-1126.tsv.gz	123479	101ce7469d5ef1b389687a280fcda5f1c3a655795e83afe638adc282d9ed8454	d21fff9fca8a48e99e1b02e35797c310	311077	Colon - Transverse
L1000_LINCS_DCIC_GTEX-W5X1-0426.tsv.gz	123360	aaa55e53f2c3c607dd26175020c836b057179ada23fbd140c10a86ba09bc8c6b	2bcc518651dbea70eef11b5dcb1e8a05	310609	Thyroid
L1000_LINCS_DCIC_GTEX-OXRK-0926.tsv.gz	123933	3e7cf060ac9292813c8625dd1d3b18e414a55960a6dd25d0f4f6a5376f16c684	bd4ffcf983bacf4085eb67c5b836f229	310866	Lung
L1000_LINCS_DCIC_GTEX-ZVT2-2526.tsv.gz	123873	d517b65c53d49297090becba001ed16a518ffd9d25105460b698c767f3b9d14c	a6896cdced487cb5a07747fde154a1c4	310950	Skin - Sun Exposed (Lower leg)
L1000_LINCS_DCIC_GTEX-WY7C-0426.tsv.gz	124789	9e6b907689d0448940fd4860954c79469b40071d3dde93079733ec11b2eb4710	505f95fb93c9fa18b112316289296809	311401	Lung
L1000_LINCS_DCIC_GTEX-UPJH-0626.tsv.gz	123089	fb059771bc09348df0492cb1cfd7588d72ce77e9cd3610dfb7e17eb2078cdfdb	061c9c407e9d2e0a9fd3fe84bf843302	310549	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-RTLS-1226.tsv.gz	123669	6e309a65725421bd02cd3606ffff38df3baa4e7cd6fe32f93a082be3c8062fec	c859fbc6233ec4f38f52ae8bfca25431	310528	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-XV7Q-0726.tsv.gz	124699	f11cc985a0dc2ed879d2ce71ad5be7b38d4ea72a752d31ceeab25bbef375397b	069aace864ada6e7dcb155dff9e90cf8	311241	Heart - Atrial Appendage
L1000_LINCS_DCIC_GTEX-SNOS-0526.tsv.gz	123285	e003587c149b0e9be259bd0dff5c5245df89809c6db22bbab709b68c4a30e38a	afbd1b5b74cbde563a136b51a3c2941e	310984	Bladder
L1000_LINCS_DCIC_GTEX-WFON-0326.tsv.gz	124791	4e9d720e16706593c6d5aa9bbd646a7dc9a3f9a404e55692ad40a0d3d497f535	84bcf14f9c120e4769e6abe494f56d46	311615	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-UPK5-1126.tsv.gz	125591	28144bf9260009a14e9b9ba19aa3252d820b0698b1da5434c5fbee1ba4e877bf	1ccc572dc6a9415f2f3c84d5dca598f1	311558	Lung
L1000_LINCS_DCIC_GTEX-XBED-1726.tsv.gz	124009	4c98ba66951eb28d28e60982cc64cd6dc0f7b634c40e87c521f7c212b2b656af	b53180fc6a784c2eb07d7fdcea0c8879	310960	Colon - Sigmoid
L1000_LINCS_DCIC_GTEX-T2IS-3126.tsv.gz	123560	8b9d34bb5245ee0979429c2c846d72f9795b4fd1207c7bfd592a506c1ed33cd3	e252454ccf9431aaeff2de31984bd058	310849	Pituitary
L1000_LINCS_DCIC_GTEX-XGQ4-0326.tsv.gz	123192	ba80c8e3592f1957f0b29a51c163e96424b778c2d20249c146c4e2fc77c4ce50	948eb78ddaf76dc85256befbbfb96ab1	310712	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-Y5LM-0826.tsv.gz	122941	b56e8c28e982a09f40820665799aaa0348d9dd1bd8b4f898a08108fd30baa817	e66ab78d3c0e22f66cc58a8b6e7c8378	310623	Adipose - Visceral (Omentum)
L1000_LINCS_DCIC_GTEX-QDT8-0626.tsv.gz	123238	62bd75f60fe5a8b856f502f73048c9ec09e46eb1534b27d43883ce3c01f0c73e	0c85f8ad933352d3b008fda27d4ab935	310896	Breast - Mammary Tissue
L1000_LINCS_DCIC_GTEX-R55D-1826.tsv.gz	124445	21ddf60e4c3aca826fce084460d0893f46e5c0c2d826551a1ed75af9e45475a8	b99090752978fe072134a9dcadeff022	311127	Colon - Transverse
L1000_LINCS_DCIC_GTEX-Y114-2126.tsv.gz	123016	221b39c2e82b089aa30862f78a681c43aad3f6f35096e34095751627ae161f8e	a42e1064b78288288a7c71b4b6a1ed91	311015	Skin - Not Sun Exposed (Suprapubic)
L1000_LINCS_DCIC_GTEX-XQ8I-0006.tsv.gz	124512	88a81c44c01bcf4474c635e02e8d5f11dd36f501652a339bf5fcb541cfc7417d	0b3f95474baa458d83804dc5d3b694c5	311016	Whole Blood
L1000_LINCS_DCIC_GTEX-QLQ7-0626.tsv.gz	123878	ee81fe4cf1132859433e86d520ede507d3a399762b4bbe4da1cada254fabf049	54b8e7b8ae265636f39e9ae152ce25c2	311201	Pancreas
L1000_LINCS_DCIC_GTEX-RWS6-1726.tsv.gz	123549	06b7c7c12ab804a3e162df7eb5fb8785c28c904f360f849664df189009e20adc	addc09608e2dc31bf51f84e3c0fa7a3e	311057	Vagina
L1000_LINCS_DCIC_GTEX-Y3IK-1026.tsv.gz	125415	e635f572d681501ca766684dcdf144f2b9f78ed0096e72330740409295284937	1f13cdd91fb3d97da456db220bba62f3	311364	Heart - Atrial Appendage
L1000_LINCS_DCIC_GTEX-OOBJ-1526.tsv.gz	125551	4a7def0703db4bf4008b9de555ceb6ad4b86391f780b88565ad43351d1337ddf	1c52c4b55a67a4ac3ac98b1a4a15818a	311424	Stomach
L1000_LINCS_DCIC_GTEX-Y8LW-0426.tsv.gz	123491	d5de4be1f26349cd99dc812684a1eea50cf0613836bdf8020766a4eaefe4c7d2	8e147f046e73bc29fd19061b310caaf5	311003	Artery - Aorta
L1000_LINCS_DCIC_GTEX-Q2AI-1326.tsv.gz	123804	0b76b040af2270f97fb74f453aa0e5ae3e8ca257b63a73303b6b2a114acc05a4	6f0c0afce567445c820bd8986db7cd44	310703	Skin - Sun Exposed (Lower leg)
L1000_LINCS_DCIC_GTEX-X5EB-1926.tsv.gz	123409	546007c094ad788b92118cdc5e59e08246a01fbb55d65d9a7204e31cf2a70453	96be3b35ed5f7ef7c9822147fa372a00	310852	Skin - Not Sun Exposed (Suprapubic)
L1000_LINCS_DCIC_GTEX-XYKS-0926.tsv.gz	123350	0ddd795b044bea5bc467fd6be9832efb1030da8391eb8d353ae13c198221fe46	24bdde58253e908310e802d3ea8160a1	311407	Adrenal Gland
L1000_LINCS_DCIC_GTEX-X585-3126.tsv.gz	123046	0076b5bae59a5f45a2a43c78f7906690dfe1cf24adef4cf6dd500e5ab8a2032d	90f44cb98f781a59d94511a2c3ef0bf0	311351	Pituitary
L1000_LINCS_DCIC_GTEX-XPVG-0826.tsv.gz	123545	e162d3ba104cacb5f0278f3b6947c5806deff679346e1e090cccb3d983a425f5	626439ac213e7922e727f82815af76ee	311003	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-XUJ4-0008.tsv.gz	123649	a6e1a7bbc346b0c8c3df829e47f102d851638c88fb15416a683c64a06480b51d	2578e8208a5096e9ba2a1b9c91983d63	310808	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-YFCO-0003.tsv.gz	125770	003c7777c871b53d3580032af8e08ed9b1ee606217d8dec0563c35a1e21ac0fc	6ac6e153075e4b5ef4595cf35a6a25ad	311627	Cells - EBV-transformed lymphocytes
L1000_LINCS_DCIC_GTEX-QCQG-1426.tsv.gz	123457	37d9c8a2e87c8c4770e66a15c7afb01ddbe2be9ba5258b32b99e3a573a4a7a1f	2ad3becb0058c6e11311cb1c6aca4162	311354	Ovary
L1000_LINCS_DCIC_GTEX-PW2O-1426.tsv.gz	123736	f793c54bc0941b4b3cdc23f4abf6ffeea8e4bcf87ea3c62ee5edfd852d28aed4	83a81faf04fb7265c70898c5a38ac20a	311720	Testis
L1000_LINCS_DCIC_GTEX-Y8E4-0226.tsv.gz	122922	2529eb1c4afadd133199211cd715bd8abf36fed0787bbd2dccedece9eb8da75e	5890999114786d1eb61bb8f64cb66ec5	310866	Artery - Coronary
L1000_LINCS_DCIC_GTEX-S3XE-1026.tsv.gz	123740	93c0a880ea76143c4670f909a5b3a35f5be68013e71e4212cac68f2880b2815a	764439351b4617e16189bbb86d128f60	311452	Stomach
L1000_LINCS_DCIC_GTEX-XMD2-0326.tsv.gz	124311	15b3860c61d401a98ec1a387a4c0d4789985a6d89e78c371748e2149b30f0d42	dd08cf97728e3f2fdd9655621ade3b08	311284	Nerve - Tibial
