,filename,id_namespace,local_id,persistent_id,size_in_bytes,sha256,md5,uncompressed_size_in_bytes,cell_id,pert_id,pert_mfc_id,pert_iname,pert_dose,pert_dose_unit,pert_time,pert_time_unit,pert_type
277,L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_tretinoin_3.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_tretinoin_3.00um.tsv.gz,,272555,c008744f95336a62efcb346930048a042126645e20b93a068f0452e9a66c31f8,cf96743e358a77d0296fd6fa0ed68db9,757606,MCF7,BRD-K64634304,BRD-K64634304,tretinoin,3.0,um,6,h,trt_cp
278,L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_semagacestat_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_semagacestat_10.00um.tsv.gz,,274152,522503cfa42f8b03ebde8bc4fb503944425271ed18bf20df20c595e0ea7cdb2b,eaf21b53888f8b07a2dcea8d1989d9e3,757544,A549,BRD-K65592642,BRD-K65592642,semagacestat,10.0,um,6,h,trt_cp
279,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_BIX-01338_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_BIX-01338_10.00um.tsv.gz,,270686,07c5badf8da1cbacc34ea09749f0af7521b39903394b5efec637b91a49f09d22,292b52f114336157b417d425dce75ca5,757061,YAPC,BRD-K26863634,BRD-K26863634,BIX-01338,10.0,um,6,h,trt_cp
280,L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_alpelisib_0.25um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_alpelisib_0.25um.tsv.gz,,271324,ba1e95fadf44161d08675ccdf84c647535edd0994845204724f8f820539d1fe1,5e206238aa78488a96699346491f6538,757364,MCF7,BRD-K54997624,BRD-K54997624,alpelisib,0.25,um,6,h,trt_cp
281,L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_CYT387_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_CYT387_1.00um.tsv.gz,,271467,ebddad6aa8f3718ccc8a7af728ad8c4e3ae7e44d043d2b23b7025526047c1b4b,27edbce36fe9c391900f56ff0aecb276,756368,A375,BRD-K87737963,BRD-K87737963,CYT387,1.0,um,6,h,trt_cp
282,L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_BMS-345541_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_BMS-345541_1.00um.tsv.gz,,271013,cd90cff7508f330071d1373adff3e66ce6dcb674fdff01725638e33fde7b78e4,5e22bd6b00330222fdabc2b17fab0208,757648,MCF7,BRD-K13566078,BRD-K13566078,BMS-345541,1.0,um,6,h,trt_cp
283,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_selumetinib_5.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_selumetinib_5.50um.tsv.gz,,270792,8a4a3ce5581c58a5897b4c947f7ed384b31a581f83e6644486efac23886c4b41,478a7b37ca6774e26957b56be1320c7a,757278,YAPC,BRD-K57080016,BRD-K57080016,selumetinib,5.5,um,6,h,trt_cp
284,L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_zebularine_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_zebularine_10.00um.tsv.gz,,271583,870b67bcc52fa9a9cbb22eb408d18536d9e493876186656379c8352d3d82842b,d22e587fa4c2420f27362a2ff9c0be9d,755711,MCF7,BRD-A18705706,BRD-A18705706,zebularine,10.0,um,6,h,trt_cp
285,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_DMSO.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_DMSO.tsv.gz,,480020,8b8c094e0473e229eb5da8927f2d10f12ece50333f50860bdc7141aa2738980a,2c115c873b604619f031d3a1d5a43d63,1425394,YAPC,BRD-K08970894,BRD-K08970894,DMSO,,,6,h,ctl_vehicle
286,L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_RGFP-966_3.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_RGFP-966_3.50um.tsv.gz,,272430,d9de809cad36dd15ca50b6bf133048bf3bbd25cc6053c054fc302b77bf3aedf1,bf244f10c9942428a2b78d43ab0f4dae,757247,MCF7,BRD-K61688984,BRD-K61688984,RGFP-966,3.5,um,6,h,trt_cp
287,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_alvocidib_0.40um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_alvocidib_0.40um.tsv.gz,,268933,e286b560795ae82dc35790c295c6e6086d2bacc1c5a9926a8b5bb468b85b4af1,740357f873e2738bb4c3c9e3f4b9b0ec,755654,A549,BRD-K87909389,BRD-K87909389,alvocidib,0.4,um,6,h,trt_cp
288,L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_KN-93_0.10um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_KN-93_0.10um.tsv.gz,,273908,69abe9c74c55fcd62f7044de6748d85161901fac8cd0c1c3e1e9bf7bcf11bb04,dbc98c0082b69e6538eb9b6458b88590,758002,PC3,BRD-K93480852,BRD-K93480852,KN-93,0.1,um,6,h,trt_cp
289,L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_losmapimod_0.25um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_losmapimod_0.25um.tsv.gz,,275226,90e68ca3a2c3b440ea98209895e4fbd056b66a59f78deab8c036ac99a8d77779,6ff9fc7b2f6ef956d314a526c2b961cf,757770,A375,BRD-K56195681,BRD-K56195681,losmapimod,0.25,um,6,h,trt_cp
290,L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_RGFP-966_3.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_RGFP-966_3.50um.tsv.gz,,124219,86bd2c22f5da3d7a5c81ad2ac0a886147456e5571d0f9c8989d99827d1e4cfbe,a48c18152371d2208db89d6a3ad1dec3,311605,NPC.TAK,BRD-K61688984,BRD-K61688984,RGFP-966,3.5,um,6,h,trt_cp
291,L1000_LINCS_DCIC_LPROT001_PC3_6H_X1_B20_unc-0646_0.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_PC3_6H_X1_B20_unc-0646_0.50um.tsv.gz,,272042,6be7b4c0a752bfd02bdae08f18d20e1d9a79df138149fbc0206b5c2ba550ef8a,9f039a66c599a7743fcb78dd98563e12,756107,PC3,BRD-K87465484,BRD-K87465484,unc-0646,0.5,um,6,h,trt_cp
292,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_salermide_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_salermide_10.00um.tsv.gz,,270904,5ccdcfc96f4cccc9a70c85dd89da55b8a0c273dc6ab8409f0e48119e842d4f8a,b0520a362a65bb0cf6e880cab19f45e4,757091,YAPC,BRD-A67788537,BRD-A67788537,salermide,10.0,um,6,h,trt_cp
293,L1000_LINCS_DCIC_LPROT001_PC3_6H_X1_B20_decitabine_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_PC3_6H_X1_B20_decitabine_10.00um.tsv.gz,,271942,f87ce77377e3d5945c824a072e702c7415c4e92c6fbaa0d77052614c3b5a844f,8076a340fc0805431deeb91e8795379b,755840,PC3,BRD-K79254416,BRD-K79254416,decitabine,10.0,um,6,h,trt_cp
294,L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_PD-0325901_4.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_PD-0325901_4.00um.tsv.gz,,274463,7f73ff40b816b2ed0dfa575dc4dccd662990fc817839cbb9b133d7d5734326e7,824053c86baf016d67c6d76072b68f88,756969,A375,BRD-K49865102,BRD-K49865102,PD-0325901,4.0,um,6,h,trt_cp
295,L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_CHIR-99021_2.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_CHIR-99021_2.00um.tsv.gz,,272928,90ad6711c330437d92f5cf5a413468d734362b9749a2d7b4721d955cd5707285,f88020829c43fb3b6930a16269edf5a2,757171,A375,BRD-K16189898,BRD-K16189898,CHIR-99021,2.0,um,6,h,trt_cp
296,L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_smer-3_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_smer-3_10.00um.tsv.gz,,273403,06f0ff0115b46b6c67a626dc84568f4c6a9d2df9edcd82668746b7c069fb51f2,4f3e606c2344b34c4866a18e657b5ba0,757045,A375,BRD-K92960067,BRD-K92960067,smer-3,10.0,um,6,h,trt_cp
297,L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_Gossypetin_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_Gossypetin_10.00um.tsv.gz,,273530,549e5ef1759387abb493804d52a0f6b3ff50f60421b12b4bcdfd9f5eb91eea89,8fb34be4b230ed8e7667ef1096c15932,757133,A549,BRD-K06692906,BRD-K06692906,Gossypetin,10.0,um,6,h,trt_cp
298,L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_verteporfin_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_verteporfin_5.00um.tsv.gz,,271096,1345da31a02d84c6351982044dbbf2c32e719f4ebe2387e4ff1463d5851cd1fd,cac563922f2ada2e6045687bdc353cc3,756226,PC3,BRD-M45964048,BRD-M45964048,verteporfin,5.0,um,6,h,trt_cp
299,L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_bafilomycin_a1_0.05um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_bafilomycin_a1_0.05um.tsv.gz,,272390,73c6705366e7a5caa9ca7d05c8282f805d083282bfd34a1a0fb5f4c13f02658f,541d9ffea4b25edd080d165b6ee51d8d,756655,NPC.TAK,BRD-K86787118,BRD-K86787118,bafilomycin a1,0.05,um,6,h,trt_cp
300,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_UNC-1215_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_UNC-1215_1.00um.tsv.gz,,270742,f9a0814d86aadee27fcfb1acd562fe6453a28389d999758a96ac86e815dd2c44,eb85453ed8bdfe7367b2b07591f56883,757025,YAPC,BRD-K83189926,BRD-K83189926,UNC-1215,1.0,um,6,h,trt_cp
301,L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_pazopanib_40.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_pazopanib_40.00um.tsv.gz,,270801,50de724108e7ddcbf8d828cdf4a9c42fa8a64da8acad2d350076532ce877ba51,8e3c19f723137421e9dab85dccf77eb3,756029,PC3,BRD-K74514084,BRD-K74514084,pazopanib,40.0,um,6,h,trt_cp
302,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_smer-3_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_smer-3_10.00um.tsv.gz,,271022,7bc31cff0bfefb26c1cd3c6cf37267fdfa607a3d9da17aaea257c7c2f840edd2,eba6114619264ef55a063f5e20440cdb,757057,YAPC,BRD-K92960067,BRD-K92960067,smer-3,10.0,um,6,h,trt_cp
303,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_verteporfin_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_verteporfin_5.00um.tsv.gz,,274023,9bc49aa9971f214571f569a501ec0d57e7f63e680101dd6b78e88215c30885a8,92b6ba12b27e5f9af9e9554b3dd9f87d,757275,NPC,BRD-M45964048,BRD-M45964048,verteporfin,5.0,um,6,h,trt_cp
304,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_bms-906024_0.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_bms-906024_0.50um.tsv.gz,,271344,cb73c94c0f43eafe5063d3d5e680de46d45a2a3d1f42087bff654cef0d79d42f,aa0a1acc57a22722f67661d8c3e78f27,757261,YAPC,BRD-K29343434,BRD-K29343434,bms-906024,0.5,um,6,h,trt_cp
305,L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_decitabine_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_decitabine_10.00um.tsv.gz,,271145,763ef085271cbe69466d3d2439fe960a487627e65f3691ce990775d4d5a2f026,675e64deeabcd9411b2a57af79b4aec4,755796,NPC.TAK,BRD-K79254416,BRD-K79254416,decitabine,10.0,um,6,h,trt_cp
306,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_alvocidib_0.40um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_alvocidib_0.40um.tsv.gz,,269812,dc87a3780bfa4dc6653839c12d96830b984e6701a720280906409dde806219a6,505631f1f4b67740b4456ce9bb87990a,756035,NPC,BRD-K87909389,BRD-K87909389,alvocidib,0.4,um,6,h,trt_cp
307,L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_roscovitine_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_roscovitine_10.00um.tsv.gz,,271895,8a17746072eb75ad9f9f9c7b3d26667a5dd9091fb560e8f0741edefaaa09acf5,70d618899381984ac38ed1e0377d7539,756392,NPC.TAK,BRD-K07691486,BRD-K07691486,roscovitine,10.0,um,6,h,trt_cp
308,L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_staurosporine_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_staurosporine_1.00um.tsv.gz,,270043,1e3d40f86ddf869b35ad402124ab6c730dfb18841bc928e7499809170f70ed48,1d568fbf130ceb57dd6182cd0e515e9b,755766,PC3,BRD-K17953061,BRD-K17953061,staurosporine,1.0,um,6,h,trt_cp
309,L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_CHIR-99021_2.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_CHIR-99021_2.00um.tsv.gz,,272990,c347595ac722571dd7661e77d2d3a0069592c62ff007f9b3e2e0c981529f5abf,850691d22266512340db81a64cae9cb8,757054,MCF7,BRD-K16189898,BRD-K16189898,CHIR-99021,2.0,um,6,h,trt_cp
310,L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_smer-3_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_smer-3_10.00um.tsv.gz,,273733,430588dcb66eb2137aacfef09d7cd4d9dec459d8da981d9fb1e80a43823ac4fd,4b52d0fa3f27c4b12ee3ab575ea07fc9,757253,A549,BRD-K92960067,BRD-K92960067,smer-3,10.0,um,6,h,trt_cp
311,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_OSI-027_2.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_OSI-027_2.00um.tsv.gz,,271421,de521c25fe28c21b09119f439c7f554afbeb41dea7c6593db37b843237cb4cd2,e2a966004da3bdac06407517332d44c2,757027,YAPC,BRD-K87124298,BRD-K87124298,OSI-027,2.0,um,6,h,trt_cp
312,L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_zebularine_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_zebularine_10.00um.tsv.gz,,273204,425b74d4705e865c85f8226de7eca6870157e15d2716a082159489b169ba5e32,77e44e4b53a203287116d3c9cc453be5,757246,A549,BRD-A18705706,BRD-A18705706,zebularine,10.0,um,6,h,trt_cp
313,L1000_LINCS_DCIC_LPROT001_PC3_6H_X1_B20_methylstat_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_PC3_6H_X1_B20_methylstat_10.00um.tsv.gz,,272005,15179e978ba0ece56656974bddc475509c32deec620f3d3d8928be1c19352891,d64f6d14396e5421e73b540cfd136d1d,755864,PC3,BRD-K52560704,BRD-K52560704,methylstat,10.0,um,6,h,trt_cp
314,L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_TG-101348_8.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_TG-101348_8.00um.tsv.gz,,274266,bc9b8aea9142a0b1da17072323cb1428903453f2f4b478b90761902767e1be86,d55c6adf84f212964a2616cb8a6d16d4,757358,A375,BRD-K12502280,BRD-K12502280,TG-101348,8.0,um,6,h,trt_cp
315,L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_AR-A014418_3.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_AR-A014418_3.00um.tsv.gz,,270094,f4fa6057fac35606e5f6e3557cfb327ac68a7bcb1f980e288ebc96170ada43d3,b11b74aeabaea73f576ebe60e1ceec15,756238,PC3,BRD-K67860401,BRD-K67860401,AR-A014418,3.0,um,6,h,trt_cp
316,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_gsk126_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_gsk126_1.00um.tsv.gz,,270879,7dfee76c418f880dad5a11ac40f033269f8cd68bf97ea1dccd88d7b3cb18e063,b1f120df3948fb3966db9796abfac005,757175,YAPC,BRD-A14634327,BRD-A14634327,gsk126,1.0,um,6,h,trt_cp
317,L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_IPI-145_0.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_IPI-145_0.50um.tsv.gz,,271596,804fd3a2acc851a24d751e68245d0866873194cc7b3755eefc03dedad360f0db,f1e57187a64bb896736c9b15b9194bd6,757522,MCF7,BRD-K93468883,BRD-K93468883,IPI-145,0.5,um,6,h,trt_cp
318,L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_sch_900776_5.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_sch_900776_5.50um.tsv.gz,,269768,3fa4e66db59349e0edfd18abdd990b4a67edc07d54259de9f4127d441948927c,9b48f31a2b62accfc34208be4921bfe6,755672,PC3,BRD-A36536537,BRD-A36536537,sch 900776,5.5,um,6,h,trt_cp
319,L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_BRD-K73261812_1.70um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_BRD-K73261812_1.70um.tsv.gz,,274998,27b97cf63fd912f9590e94257bf27dcf84a9b2782e3b1e46bea0bd1fcc4d9e28,cd2b1298e04c378245f2149c0a774f80,757255,A375,BRD-K73261812,BRD-K73261812,BRD-K73261812,1.7,um,6,h,trt_cp
320,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_unc-0646_0.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_unc-0646_0.50um.tsv.gz,,270820,bdb08cc257c042c3496f29f45ca40419954ae5bd1b80911b2d3ddf4f2912eefb,47700e1f232d094f86d2765fc8e043e4,757438,YAPC,BRD-K87465484,BRD-K87465484,unc-0646,0.5,um,6,h,trt_cp
321,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_alpelisib_0.25um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_alpelisib_0.25um.tsv.gz,,269826,91b9c77eb4d9fc932cae767fe19a83a51ba89b279f23fe79a9d40b70d11d5cb4,82901261b80d6afee2ca57a3461b4942,755576,A549,BRD-K54997624,BRD-K54997624,alpelisib,0.25,um,6,h,trt_cp
322,L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_exifone_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_exifone_10.00um.tsv.gz,,274221,905ec6130946b578eaa4bda63e488237d575ebb24074006010f26dafeecfb8c9,8318ff1ff5b1afd7025ae7f6749e1fa2,757499,PC3,BRD-K65716359,BRD-K65716359,exifone,10.0,um,6,h,trt_cp
323,L1000_LINCS_DCIC_LPROT001_PC3_6H_X1_B20_OSI-027_2.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_PC3_6H_X1_B20_OSI-027_2.00um.tsv.gz,,271774,3eb85b487233ac03662288269a9c7e0ee0647f37671daa302591fe3432764b97,0e7c1b03907c635ea9e8a9732ab2d6c1,755514,PC3,BRD-K87124298,BRD-K87124298,OSI-027,2.0,um,6,h,trt_cp
324,L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_entinostat_2.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_entinostat_2.00um.tsv.gz,,271285,75b155e84fcff25b8e0a8be383d09486360be48f7594ffbdce81778facbcab6f,13bb53aaff0ef5d64074158632996058,755412,MCF7,BRD-K77908580,BRD-K77908580,entinostat,2.0,um,6,h,trt_cp
325,"L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_4,5,6,7-tetrabromobenzotriazole_25.00um.tsv.gz",lincs-dcic,"https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_4,5,6,7-tetrabromobenzotriazole_25.00um.tsv.gz",,272169,455ede4748f75471a5e0e2614c4fbbb158a1e01f490277d6be40ebe5ebf622ae,f4d7b1c9f623fb0eb752d6950306ea11,757126,MCF7,BRD-K97118047,BRD-K97118047,"4,5,6,7-tetrabromobenzotriazole",25.0,um,6,h,trt_cp
326,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_decitabine_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_decitabine_10.00um.tsv.gz,,271023,849c57803e083ea42fcd45ff6b9eb5662ec0207a4aa28c531b498e51b5af7ac1,7820a116bb476b3c86555421d1a880af,757376,YAPC,BRD-K79254416,BRD-K79254416,decitabine,10.0,um,6,h,trt_cp
327,L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_methylstat_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_methylstat_10.00um.tsv.gz,,272061,d4619f810d9e630577c7d7025284ae8f0d645f7e7e93a2dbb280f785de7bddbc,857423df141f3b2d8f086b3e01603c43,755739,A375,BRD-K52560704,BRD-K52560704,methylstat,10.0,um,6,h,trt_cp
